00da55	Cisco
00db70	Apple
00dbdf	Intel
00dcb2	Extreme
00defb	Cisco
00df1d	Cisco
00e003	Nokia
00e014	Cisco
00e018	ASUS
00e01e	Cisco
00e02b	Extreme
00e034	Cisco
00e04c	Realtek
00e04f	Cisco
00e064	Samsung
00e06f	CommScope
00e08f	Cisco
00e091	LG
00e0a3	Cisco
00e0b0	Cisco
00e0f7	Cisco
00e0f9	Cisco
00e0fc	Huawei
00e0fe	Cisco
00e12f	Huawei
00e16d	Cisco
00e18c	Intel
00e3b2	Samsung
00e406	Huawei
00e421	Sony
00e60e	Extreme
00e63a	Ruckus
00e7e3	ZTE
00eabd	Cisco
00eb2d	Sony
00ebd5	Cisco
00ebd8	Mercusys
00ec0a	Xiaomi
00eeab	Cisco
00f28b	Cisco
00f361	Amazon
00f39f	Apple
00f46f	Samsung
00f4b9	Apple
00f5fd	Huawei
00f620	Google
00f663	Cisco
00f76f	Apple
00f7ad	Huawei
00f81c	Huawei
00f82c	Cisco
00f8cc	Sagemcom
00f952	Huawei
00fa21	Samsung
00fade	Motorola
00fc8b	Amazon
00fc8d	Hitron
00fcba	Cisco
00fd22	Cisco
00fec8	Cisco
04006e	Google
0401a1	Fortinet
04021f	Huawei
040cce	Apple
040f66	TP-Link
04106b	Xiaomi
04137a	Apple
041471	Huawei
041552	Apple
04180f	Samsung
041892	Huawei
0418d6	Ubiquiti
041b6d	LG
041bba	Samsung
041c6c	Intel
041dc7	ZTE
041e64	Apple
041fb8	vivo
042084	ZTE
042405	OPPO
0425c5	Huawei
0425f0	Nokia
042665	Apple
042728	Microsoft
042758	Huawei
04292e	Samsung
042ae2	Cisco
042ec1	Apple
0430fa	Cisco
04331f	Huawei
043389	Huawei
0433c2	Intel
0434cf	Apple
043d6e	Nokia
0441a5	Apple
04421a	ASUS
04489a	Apple
04495d	Huawei
044a6c	Huawei
044bb1	Huawei
044bed	Apple
044e06	Ericsson
044e5a	CommScope
044f4c	Huawei
044faa	Ruckus
0452f3	Apple
045453	Apple
0455b8	Huawei
045665	Nokia
0456e5	Intel
045a95	Nokia
045c6c	Juniper
045d4b	Sony
045fb9	Cisco
046273	Cisco
0463d0	Huawei
046761	Xiaomi
046865	Apple
04698f	Juniper
0469f8	Apple
046c59	Intel
046c9d	Cisco
046ecb	ZTE
046f00	LG
047295	Apple
0472ef	Apple
04749e	Huawei
047503	Huawei
0476b0	Cisco
047970	Huawei
047a0b	Xiaomi
047aae	Huawei
04801a	Huawei
048308	Espressif
04885f	Huawei
048c16	Huawei
048c9a	Huawei
049226	ASUS
049573	ZTE
0495e6	Tenda
0499b9	Apple
0499bb	Apple
049d05	Apple
049f15	Cisco
049fca	Huawei
04a151	Netgear
04a526	Nokia
04a6c8	Intel
04a741	Cisco
04a81c	Huawei
04a82a	Nokia
04ae47	Xiaomi
04b0e7	Huawei
04b167	Xiaomi
04b1a1	Samsung
04b247	Espressif
04b429	Samsung
04b4fe	AVM (FRITZ!Box)
04b5b2	Apple
04b9e3	Samsung
04ba1c	Huawei
04ba8d	Samsung
04bad6	D-Link
04bc6d	Apple
04bc9f	Calix
04bd70	Huawei
04bd97	Cisco
04bdbf	Samsung
04be58	Huawei
04bf6d	Zyxel
04bfd5	Apple
04c06f	Huawei
04c1d8	Huawei
04c241	Nokia
04c5a4	Cisco
04c807	Xiaomi
04c845	TP-Link
04c8b0	Google
04caed	Huawei
04cb01	Samsung
04ccbc	Huawei
04cf4b	Intel
04cf8c	Xiaomi
04d13a	Xiaomi
04d395	Motorola
04d3b0	Intel
04d3b5	Huawei
04d3cf	Apple
04d4c4	ASUS
04d590	Fortinet
04d6aa	Samsung
04d9f5	ASUS
04dad2	Cisco
04db56	Apple
04dbd9	OPPO
04e31a	Sagemcom
04e387	Cisco
04e4b6	Samsung
04e536	Apple
04e598	Xiaomi
04e795	Huawei
04e8b9	Intel
04ea56	Intel
04eb40	Cisco
04ecd8	Intel
04ed33	Intel
04f03e	Huawei
04f0ee	Intel
04f13e	Apple
04f169	Huawei
04f352	Huawei
04f41c	MikroTik
04f778	Sony
04f7e4	Apple
04f938	Huawei
04f9f8	TP-Link
04fe31	Samsung
04fe7f	Cisco
04fe8d	Huawei
04ff08	Huawei
080007	Apple
080016	Arris
080046	Sony
080058	Cisco
080205	Huawei
08023c	Samsung
08028e	Netgear
0805e2	Juniper
0808c2	Samsung
080fe5	Cisco
081093	Samsung
081196	Intel
0812a5	Amazon
08152f	Samsung
0816e3	Huawei
081735	Cisco
08181a	ZTE
0819a6	Huawei
081afd	Huawei
081c6e	Xiaomi
081f71	TP-Link
081ff3	Cisco
0821ef	Samsung
0823b2	vivo
0823c6	Huawei
08240b	Apple
082525	Xiaomi
082573	Apple
082697	Zyxel
08276b	Huawei
082cb6	Apple
082e36	Huawei
082fe9	Huawei
08318b	Huawei
0831a4	Huawei
08357d	Microsoft
0836c9	Netgear
08373d	Samsung
083a8d	Espressif
083af2	Espressif
083d88	Samsung
083e0c	CommScope
083e5d	Sagemcom
083f21	Motorola
083fbc	ZTE
0840f3	Tenda
084473	ZTE
0845d1	Cisco
08474c	Nokia
0847d0	Nokia
084acf	OPPO
084f0a	Huawei
084fa9	Cisco
084ff9	Cisco
085104	Huawei
085531	MikroTik
085700	TP-Link
0857fb	Amazon
085a11	D-Link
085b0e	Fortinet
085bd6	Intel
085c1b	Huawei
085d53	Apple
08606e	ASUS
086083	ZTE
086202	Apple
